subject_id;image_name;origin;link;attribution;license
89;Area_8_0.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.8832525455,75.9683842727&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
90;Area_8_1.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.8832525455,75.9599268182&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
91;Area_8_2.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.8832525455,75.9514693636&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
92;Area_8_3.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.8832525455,75.9430119091&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
93;Area_8_4.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.8832525455,75.9345544545&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
94;Area_8_5.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.8832525455,75.926097&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
95;Area_8_6.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.8832525455,75.9176395455&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
96;Area_8_7.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.8832525455,75.9091820909&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
97;Area_8_8.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.8832525455,75.9007246364&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
98;Area_8_9.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.8832525455,75.8922671818&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
99;Area_8_10.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.8832525455,75.8838097273&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
100;Area_9_0.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.8790227273,75.9683842727&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
101;Area_9_1.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.8790227273,75.9599268182&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
102;Area_9_2.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.8790227273,75.9514693636&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
103;Area_9_3.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.8790227273,75.9430119091&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
104;Area_9_4.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.8790227273,75.9345544545&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
105;Area_9_5.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.8790227273,75.926097&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
106;Area_9_6.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.8790227273,75.9176395455&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
107;Area_9_7.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.8790227273,75.9091820909&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
108;Area_9_8.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.8790227273,75.9007246364&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
109;Area_9_9.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.8790227273,75.8922671818&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
110;Area_9_10.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.8790227273,75.8838097273&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
111;Area_10_0.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.8747929091,75.9683842727&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
112;Area_10_1.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.8747929091,75.9599268182&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
113;Area_10_2.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.8747929091,75.9514693636&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
114;Area_10_3.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.8747929091,75.9430119091&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
115;Area_10_4.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.8747929091,75.9345544545&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
116;Area_10_5.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.8747929091,75.926097&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
117;Area_10_6.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.8747929091,75.9176395455&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
118;Area_10_7.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.8747929091,75.9091820909&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
119;Area_10_8.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.8747929091,75.9007246364&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
120;Area_10_9.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.8747929091,75.8922671818&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
121;Area_10_10.jpg;GoogleMapsAPI;https://maps.googleapis.com/maps/api/staticmap?center=26.8747929091,75.8838097273&zoom=16&size=800x400&scale=2&maptype=satellite&format=jpg&key=AIzaSyBBW23KLCKQ7tTUaCZ7Eu-7CZLLfcj5wnw;FLOLT;Creative Commons - share adapt attribute
